word,happiness_average,happiness_rank,happiness_standard_deviation
hired,6.7,958,1.488
learn,6.7,959,1.4178
marriage,6.7,960,2.27
mum,6.7,961,1.7525
partner,6.7,962,1.2495
productive,6.7,963,1.1294
rockin,6.7,964,1.7525
teaches,6.7,965,1.0926
treats,6.7,966,1.5682
tv,6.7,967,1.5017
water,6.7,968,1.2164
grin,6.69,969,1.7465
invention,6.69,970,1.3103
virtues,6.69,971,1.4318
brains,6.69,972,1.4754
sensation,6.68,973,1.4004
ability,6.68,974,0.9988
ace,6.68,975,1.6835
animals,6.68,976,2.0247
bake,6.68,977,1.4061
bridegroom,6.68,978,1.4205
desire,6.68,979,1.3619
famous,6.68,980,2.0045
forest,6.68,981,1.5706
fountain,6.68,982,1.2848
goodmorning,6.68,983,1.9213
greater,6.68,984,1.3161
grow,6.68,985,1.2196
heritage,6.68,986,1.3468
landscape,6.68,987,1.1683
liberties,6.68,988,1.7076
living,6.68,989,1.2196
lyrics,6.68,990,1.5576
mercy,6.68,991,1.7664
museum,6.68,992,1.463
novel,6.68,993,1.463
palace,6.68,994,1.6468
pianist,6.68,995,1.4061
potential,6.68,996,1.0774
power,6.68,997,1.4907
privilege,6.68,998,1.6468
proceed,6.68,999,1.2526
promised,6.68,1000,1.0774
river,6.68,1001,1.3316
scotland,6.68,1002,1.4907
shares,6.68,1003,1.2196
skating,6.68,1004,1.2848
thanx,6.68,1005,1.8565
theatre,6.68,1006,1.5312
tours,6.68,1007,1.5312
well,6.68,1008,1.2526
acceptable,6.67,1009,1.2143
possibilities,6.67,1010,1.4774
accurate,6.67,1011,1.0383
candles,6.67,1012,1.4923
approve,6.66,1013,1.5986
assets,6.66,1014,1.6239
aunt,6.66,1015,1.5729
career,6.66,1016,1.423
charms,6.66,1017,1.3793
communicate,6.66,1018,1.0224
competent,6.66,1019,1.6856
currency,6.66,1020,1.5201
dedication,6.66,1021,1.3644
dvd,6.66,1022,1.4086
eligible,6.66,1023,1.2715
fan,6.66,1024,1.0422
firefighters,6.66,1025,1.423
greet,6.66,1026,1.5598
motivation,6.66,1027,1.4514
nieces,6.66,1028,1.4514
personality,6.66,1029,1.5201
powers,6.66,1030,1.3188
raises,6.66,1031,1.6239
sculpture,6.66,1032,1.2554
survivors,6.66,1033,1.3342
tea,6.66,1034,1.6612
television,6.66,1035,1.5858
tour,6.66,1036,1.4654
pony,6.65,1037,1.4076
rhythm,6.65,1038,1.5619
bird,6.64,1039,1.5487
care,6.64,1040,1.6507
cat,6.64,1041,1.977
cook,6.64,1042,1.495
corn,6.64,1043,1.1563
deposits,6.64,1044,1.4107
expert,6.64,1045,1.3211
high,6.64,1046,1.2081
holy,6.64,1047,1.7815
invite,6.64,1048,1.4251
leading,6.64,1049,1.5086
photographer,6.64,1050,1.2898
picture,6.64,1051,1.3056
promising,6.64,1052,1.1205
recover,6.64,1053,1.6258
recovered,6.64,1054,1.3211
recovery,6.64,1055,1.495
salad,6.64,1056,1.7114
shops,6.64,1057,1.2415
solutions,6.64,1058,1.3815
sparks,6.64,1059,1.3056
sport,6.64,1060,1.6874
supreme,6.64,1061,1.3365
theaters,6.64,1062,1.663
tunes,6.64,1063,1.3815
unite,6.64,1064,1.1911
volunteers,6.64,1065,1.4813
simplicity,6.62,1066,1.5246
attained,6.62,1067,1.3981
book's,6.62,1068,1.3686
cameras,6.62,1069,1.2919
chatting,6.62,1070,1.2436
crown,6.62,1071,1.4693
disney,6.62,1072,1.6646
dresses,6.62,1073,1.713
heartfelt,6.62,1074,1.8832
homes,6.62,1075,1.2436
husband,6.62,1076,1.7484
immortal,6.62,1077,1.6523
invest,6.62,1078,1.028
kitty,6.62,1079,1.8614
offer,6.62,1080,1.028
organized,6.62,1081,1.2436
performances,6.62,1082,1.3686
perfume,6.62,1083,1.6149
pray,6.62,1084,1.968
rescue,6.62,1085,1.6646
restaurants,6.62,1086,1.783
salaries,6.62,1087,1.817
sisters,6.62,1088,1.689
slept,6.62,1089,1.5635
steak,6.62,1090,1.9784
stories,6.62,1091,1.5894
varieties,6.62,1092,1.3076
vision,6.62,1093,1.2103
wife,6.62,1094,1.8058
youth,6.62,1095,1.8832
zoo,6.62,1096,1.968
stimulation,6.61,1097,1.3512
touching,6.61,1098,1.681
furnished,6.6,1099,1.2673
suitable,6.6,1100,0.893
album,6.6,1101,1.1066
amour,6.6,1102,1.6162
art,6.6,1103,1.4983
beam,6.6,1104,1.3702
captain,6.6,1105,1.6288
certainty,6.6,1106,1.3553
child's,6.6,1107,1.3702
clothing,6.6,1108,1.3093
conservation,6.6,1109,1.2778
desired,6.6,1110,1.5649
dress,6.6,1111,1.178
favorited,6.6,1112,1.7613
females,6.6,1113,1.6903
growth,6.6,1114,1.088
helps,6.6,1115,1.5649
highly,6.6,1116,1.178
ideals,6.6,1117,1.6162
lady,6.6,1118,1.4569
lime,6.6,1119,1.3401
popular,6.6,1120,1.2122
proposal,6.6,1121,1.7613
protected,6.6,1122,1.178
relatives,6.6,1123,1.8626
rhymes,6.6,1124,1.6537
singers,6.6,1125,1.5908
specialty,6.6,1126,1.2454
spirit,6.6,1127,1.4983
starry,6.6,1128,1.666
stroll,6.6,1129,1.3997
supported,6.6,1130,1.5386
therapeutic,6.6,1131,1.5649
unlimited,6.6,1132,1.6288
visiting,6.6,1133,1.2122
expressions,6.6,1134,1.2965
efficiency,6.59,1135,1.3681
sleeps,6.59,1136,1.4708
vocals,6.59,1137,1.4566
impress,6.58,1138,1.4708
sympathetic,6.58,1139,1.7484
advance,6.58,1140,1.3262
advanced,6.58,1141,1.0708
arts,6.58,1142,1.9388
available,6.58,1143,1.0897
baking,6.58,1144,1.5661
classic,6.58,1145,1.5791
classical,6.58,1146,1.401
colour,6.58,1147,1.5265
drawing,6.58,1148,1.1082
english,6.58,1149,1.4859
exhibition,6.58,1150,1.4155
expecting,6.58,1151,1.2469
fish,6.58,1152,1.7507
goodnight,6.58,1153,1.2469
invented,6.58,1154,1.0319
islands,6.58,1155,1.9493
language,6.58,1156,1.2137
majesty,6.58,1157,1.6914
me,6.58,1158,1.4299
preferred,6.58,1159,0.9495
radio,6.58,1160,1.6047
ready,6.58,1161,1.1622
relative,6.58,1162,1.2631
sale,6.58,1163,1.6424
solve,6.58,1164,1.2304
springs,6.58,1165,1.2469
student,6.58,1166,1.2469
symphony,6.58,1167,1.7507
traditions,6.58,1168,1.6424
understood,6.58,1169,1.1796
upgrade,6.58,1170,1.1796
usa,6.58,1171,1.8416
saviour,6.57,1172,1.5275
skill,6.57,1173,1.3385
belonged,6.56,1174,1.2532
muscles,6.56,1175,1.4053
able,6.56,1176,1.248
ahaha,6.56,1177,1.728
butter,6.56,1178,1.514
circus,6.56,1179,1.9604
cosmic,6.56,1180,1.445
coupon,6.56,1181,1.2316
diploma,6.56,1182,1.7398
donations,6.56,1183,1.3118
e-mail,6.56,1184,1.2316
encore,6.56,1185,1.402
film,6.56,1186,1.58
guidance,6.56,1187,1.1278
illustration,6.56,1188,1.2316
increase,6.56,1189,1.1095
international,6.56,1190,1.2643
ipod,6.56,1191,1.7515
morning,6.56,1192,1.95
natural,6.56,1193,1.4868
okay,6.56,1194,1.3118
preservation,6.56,1195,1.248
progressive,6.56,1196,1.3273
protection,6.56,1197,1.3273
raised,6.56,1198,1.2316
showers,6.56,1199,1.0529
tacos,6.56,1200,1.4868
teach,6.56,1201,1.5539
traveler,6.56,1202,1.445
understand,6.56,1203,1.7043
universities,6.56,1204,1.6801
worldwide,6.56,1205,1.2643
privileges,6.55,1206,1.7207
accepted,6.54,1207,1.4598
adoption,6.54,1208,1.4598
asset,6.54,1209,1.6189
blanket,6.54,1210,1.0919
cats,6.54,1211,2.0224
cleaned,6.54,1212,1.5147
coin,6.54,1213,1.1817
cooked,6.54,1214,1.0919
crystal,6.54,1215,1.5012
dawn,6.54,1216,1.3881
dearly,6.54,1217,1.2488
discovery,6.54,1218,1.4172
done,6.54,1219,1.4316
eager,6.54,1220,1.3126
emails,6.54,1221,1.1817
exercises,6.54,1222,1.2969
found,6.54,1223,1.1817
give,6.54,1224,1.7286
groovy,6.54,1225,1.7637
haven,6.54,1226,1.6439
invited,6.54,1227,1.2324
iphone,6.54,1228,1.854
moral,6.54,1229,1.8649
nephew,6.54,1230,1.6189
orange,6.54,1231,1.8649
overcome,6.54,1232,1.6686
pays,6.54,1233,1.7404
potato,6.54,1234,0.9304
premiere,6.54,1235,1.5147
pride,6.54,1236,1.7404
receiving,6.54,1237,1.2324
recognition,6.54,1238,1.1817
reindeer,6.54,1239,1.8318
right,6.54,1240,1.2651
rising,6.54,1241,1.1104
save,6.54,1242,1.1643
scholars,6.54,1243,1.2969
shelter,6.54,1244,1.3126
solar,6.54,1245,1.4172
spontaneous,6.54,1246,1.3584
tasting,6.54,1247,1.1466
ultimate,6.54,1248,1.2324
visit,6.54,1249,1.1988
advantages,6.53,1250,1.3709
sailed,6.53,1251,1.5289
feather,6.52,1252,1.3207
ambitious,6.52,1253,1.2493
baker,6.52,1254,1.4177
brain,6.52,1255,1.5285
champ,6.52,1256,1.8653
communication,6.52,1257,1.7984
compensation,6.52,1258,1.6932
ease,6.52,1259,1.5939
ethics,6.52,1260,1.3589
extra,6.52,1261,1.4032
fries,6.52,1262,1.3738
growing,6.52,1263,0.9947
guest,6.52,1264,1.5016
incredibly,6.52,1265,1.313
initiative,6.52,1266,1.1993
jesus,6.52,1267,1.9298
lips,6.52,1268,1.2656
literature,6.52,1269,1.7984
nights,6.52,1270,1.5151
phenomenon,6.52,1271,1.1822
planet,6.52,1272,1.555
poem,6.52,1273,1.581
poet,6.52,1274,1.0736
prefer,6.52,1275,1.0349
read,6.52,1276,1.581
sang,6.52,1277,1.313
soup,6.52,1278,1.6689
surf,6.52,1279,1.3738
swimming,6.52,1280,1.2162
videos,6.52,1281,1.581
wings,6.52,1282,1.2816
world,6.52,1283,1.6567
amore,6.51,1284,1.7335
bounce,6.51,1285,1.5017
cultures,6.51,1286,1.6724
eden,6.51,1287,1.5562
interaction,6.51,1288,1.2268
mercedes,6.51,1289,1.9485
velvet,6.51,1290,1.2603
balanced,6.51,1291,1.4384
agriculture,6.5,1292,1.2976
allies,6.5,1293,1.2495
americans,6.5,1294,1.6933
bells,6.5,1295,1.185
chips,6.5,1296,1.3887
contribute,6.5,1297,1.359
couples,6.5,1298,1.1995
cousins,6.5,1299,1.4321
deals,6.5,1300,1.5811
determined,6.5,1301,1.5286
eaten,6.5,1302,1.2164
fame,6.5,1303,1.7409
gives,6.5,1304,1.2817
hire,6.5,1305,1.3439
innocence,6.5,1306,1.7291
ipad,6.5,1307,1.8098
leadership,6.5,1308,1.594
legend,6.5,1309,1.4321
lounge,6.5,1310,1.3439
mature,6.5,1311,1.2657
newest,6.5,1312,1.5551
newly,6.5,1313,1.2495
performing,6.5,1314,1.3132
receive,6.5,1315,1.1112
recipe,6.5,1316,1.4463
roast,6.5,1317,1.4463
starting,6.5,1318,1.0546
stunning,6.5,1319,2.1783
tales,6.5,1320,1.594
elder,6.49,1321,1.309
grows,6.49,1322,1.3559
herb,6.49,1323,1.7093
illustrations,6.49,1324,1.4012
rays,6.49,1325,1.416
relevant,6.49,1326,1.0433
sanity,6.49,1327,1.3712
acoustic,6.48,1328,1.4462
always,6.48,1329,1.2493
answers,6.48,1330,1.1471
bible,6.48,1331,1.9403
boost,6.48,1332,1.2329
clap,6.48,1333,1.6567
dining,6.48,1334,1.7524
electronics,6.48,1335,1.1993
exclusive,6.48,1336,1.4602
family's,6.48,1337,2.0627
gathering,6.48,1338,1.2329
hehe,6.48,1339,1.6932
humble,6.48,1340,1.2974
information,6.48,1341,1.0544
italian,6.48,1342,1.6318
library,6.48,1343,1.764
mate,6.48,1344,1.7756
modern,6.48,1345,1.1822
offers,6.48,1346,1.555
paperbacks,6.48,1347,1.8097
perform,6.48,1348,1.2329
poems,6.48,1349,1.568
potatoes,6.48,1350,1.1471
prayer,6.48,1351,2.2061
pumpkin,6.48,1352,1.7407
restored,6.48,1353,1.2162
rights,6.48,1354,1.555
scholar,6.48,1355,1.1292
screenplay,6.48,1356,1.2329
shopper,6.48,1357,1.4462
sings,6.48,1358,1.787
soft,6.48,1359,1.2162
starbucks,6.48,1360,1.6932
story,6.48,1361,1.3438
supporting,6.48,1362,0.9739
video,6.48,1363,1.111
instrumental,6.48,1364,1.0104
backyard,6.47,1365,1.6721
drums,6.47,1366,1.5825
virtue,6.47,1367,1.769
activities,6.46,1368,1.2157
athletic,6.46,1369,1.5147
clothes,6.46,1370,1.2324
cultivated,6.46,1371,1.3584
forever,6.46,1372,1.4598
goods,6.46,1373,1.1466
grass,6.46,1374,1.3881
higher,6.46,1375,1.2157
literary,6.46,1376,1.3584
london,6.46,1377,1.6315
memory,6.46,1378,1.2811
mint,6.46,1379,1.3126
nephews,6.46,1380,1.7867
prime,6.46,1381,1.2811
prospect,6.46,1382,1.5012
reception,6.46,1383,1.1287
recommended,6.46,1384,1.0343
research,6.46,1385,1.0919
resource,6.46,1386,1.5147
resources,6.46,1387,1.1466
riverside,6.46,1388,1.7049
rocking,6.46,1389,1.4737
scored,6.46,1390,1.6439
talking,6.46,1391,1.2324
believer,6.46,1392,1.5431
functioning,6.46,1393,1.237
poets,6.46,1394,1.6497
boats,6.45,1395,1.2427
remedy,6.45,1396,1.5419
tender,6.45,1397,1.7207
aaah,6.44,1398,1.6922
beatles,6.44,1399,2.3313
chance,6.44,1400,1.4165
coast,6.44,1401,1.3874
draw,6.44,1402,1.402
earth,6.44,1403,1.8201
eats,6.44,1404,1.6433
effectively,6.44,1405,1.6056
familiar,6.44,1406,1.2643
fast,6.44,1407,1.2316
forgive,6.44,1408,1.2803
gained,6.44,1409,1.5928
graphics,6.44,1410,1.248
improve,6.44,1411,1.5005
increases,6.44,1412,1.6056
infinite,6.44,1413,1.5005
languages,6.44,1414,1.3577
likely,6.44,1415,1.2149
nap,6.44,1416,1.9183
philosophy,6.44,1417,1.3118
phone,6.44,1418,1.4309
prince,6.44,1419,1.3426
princes,6.44,1420,1.5928
professional,6.44,1421,1.1634
revival,6.44,1422,1.0333
rice,6.44,1423,1.6801
rides,6.44,1424,1.3426
satisfactory,6.44,1425,1.6056
scientific,6.44,1426,1.5274
scoring,6.44,1427,1.248
sis,6.44,1428,1.3118
soccer,6.44,1429,1.5407
supermarkets,6.44,1430,1.445
support,6.44,1431,1.4309
teachers,6.44,1432,1.2961
teaching,6.44,1433,1.198
wage,6.44,1434,1.2961
whale,6.44,1435,1.567
wink,6.44,1436,1.1457
wit,6.44,1437,1.514
accept,6.42,1438,1.0708
assist,6.42,1439,1.295
band,6.42,1440,1.553
chat,6.42,1441,1.1796
composer,6.42,1442,1.401
contribution,6.42,1443,1.4859
cousin,6.42,1444,1.1265
curves,6.42,1445,1.2304
dates,6.42,1446,1.295
delivered,6.42,1447,1.1968
environmental,6.42,1448,1.401
evening,6.42,1449,1.2137
feed,6.42,1450,1.1968
fest,6.42,1451,1.4441
gaming,6.42,1452,1.8745
india,6.42,1453,1.9804
interests,6.42,1454,1.7738
jazz,6.42,1455,1.4581
novelist,6.42,1456,1.7272
panties,6.42,1457,1.9388
partnership,6.42,1458,1.4441
party's,6.42,1459,1.6299
portrait,6.42,1460,1.3716
remember,6.42,1461,1.4859
residence,6.42,1462,1.2631
shore,6.42,1463,1.6174
simply,6.42,1464,1.3566
stream,6.42,1465,1.4995
traveled,6.42,1466,1.3864
wine,6.42,1467,2.1198
wondered,6.42,1468,1.2792
farming,6.42,1469,1.5275
hats,6.41,1470,1.3216
hearted,6.41,1471,1.3832
1980s,6.4,1472,1.8952
actress,6.4,1473,1.7261
adopt,6.4,1474,1.4708
altogether,6.4,1475,1.3702
architecture,6.4,1476,1.4708
australia,6.4,1477,1.5908
baked,6.4,1478,1.8844
buying,6.4,1479,1.2936
ceremony,6.4,1480,1.5649
charity,6.4,1481,1.906
chicken,6.4,1482,1.6288
chorus,6.4,1483,1.2617
consciousness,6.4,1484,1.4846
cultivation,6.4,1485,1.1952
dating,6.4,1486,1.4846
deserve,6.4,1487,1.3553
destination,6.4,1488,1.4286
documentary,6.4,1489,1.178
drawings,6.4,1490,1.5119
educational,6.4,1491,1.4846
electronic,6.4,1492,1.3248
equally,6.4,1493,1.5518
europe,6.4,1494,1.7613
floating,6.4,1495,1.6162
futures,6.4,1496,1.4286
gain,6.4,1497,1.5386
generations,6.4,1498,1.3553
gmail,6.4,1499,1.5908
hills,6.4,1500,1.4142
increasing,6.4,1501,1.2936
kidding,6.4,1502,1.3702
launch,6.4,1503,1.2936
light,6.4,1504,1.5119
mountain,6.4,1505,1.7143
participate,6.4,1506,1.2617
pics,6.4,1507,1.3553
playin,6.4,1508,1.807
poetry,6.4,1509,1.906
possibility,6.4,1510,1.2454
provide,6.4,1511,1.088
resolved,6.4,1512,1.4708
shores,6.4,1513,1.6162
studies,6.4,1514,1.3702
summer,6.4,1515,2.3905
tennis,6.4,1516,1.4142
touch,6.4,1517,1.2778
touched,6.4,1518,1.2289
tradition,6.4,1519,1.6162
twins,6.4,1520,1.6537
visits,6.4,1521,1.2936
wages,6.4,1522,1.3401
waves,6.4,1523,1.3997
willing,6.4,1524,1.0302
younger,6.4,1525,1.4983
exercised,6.39,1526,1.5848
enabled,6.39,1527,1.3817
greeks,6.39,1528,1.2216
purely,6.39,1529,1.4835
seeds,6.39,1530,1.4974
sixteen,6.39,1531,1.4835
softly,6.39,1532,1.525
cradle,6.38,1533,1.6091
80's,6.38,1534,1.713
americas,6.38,1535,1.0859
arose,6.38,1536,1.2103
bigger,6.38,1537,1.3981
boyfriend,6.38,1538,1.7248
breath,6.38,1539,1.5765
committed,6.38,1540,1.4126
contributing,6.38,1541,1.4831
craft,6.38,1542,1.5765
designers,6.38,1543,1.4831
development,6.38,1544,1.4968
distinction,6.38,1545,1.2436
faster,6.38,1546,1.3536
functional,6.38,1547,1.1229
giveaway,6.38,1548,1.783
increased,6.38,1549,1.4693
lamb,6.38,1550,1.2599
leader,6.38,1551,1.3384
lottery,6.38,1552,2.1275
maximum,6.38,1553,1.5238
meet,6.38,1554,1.2599
neighborhood,6.38,1555,1.2919
ownership,6.38,1556,1.4126
painter,6.38,1557,1.0476
played,6.38,1558,1.427
preserve,6.38,1559,1.4968
purchased,6.38,1560,1.2271
queens,6.38,1561,1.6646
reasonable,6.38,1562,0.8303
revenues,6.38,1563,1.4968
rocket,6.38,1564,1.7366
sails,6.38,1565,1.3834
saves,6.38,1566,1.5238
score,6.38,1567,1.0859
seeing,6.38,1568,1.3076
silver,6.38,1569,1.9048
skills,6.38,1570,1.5504
sung,6.38,1571,1.2436
tasted,6.38,1572,1.3231
tastes,6.38,1573,1.76
thinks,6.38,1574,1.2271
thought,6.38,1575,1.3384
touches,6.38,1576,1.2599
we,6.38,1577,1.3076
agricultural,6.38,1578,1.4468
belle,6.37,1579,1.537
explore,6.37,1580,1.3338
sketch,6.37,1581,1.5233
voluntary,6.37,1582,1.2365
acquire,6.36,1583,1.3211
april,6.36,1584,1.5221
architect,6.36,1585,1.1386
broadway,6.36,1586,1.3516
calm,6.36,1587,1.6005
climbed,6.36,1588,1.3962
colleagues,6.36,1589,1.5748
curious,6.36,1590,1.2739
definite,6.36,1591,1.4675
democracy,6.36,1592,1.7233
deposit,6.36,1593,1.4813
developed,6.36,1594,1.4813
distinguished,6.36,1595,1.4251
dressed,6.36,1596,1.1205
drink,6.36,1597,1.77
employment,6.36,1598,1.7815
farms,6.36,1599,1.5086
fashion,6.36,1600,1.8043
gravy,6.36,1601,1.7815
guiding,6.36,1602,1.1021
imagined,6.36,1603,1.495
innocent,6.36,1604,1.3815
instantly,6.36,1605,1.0645
interest,6.36,1606,1.5354
justified,6.36,1607,1.2081
logical,6.36,1608,1.3962
mail,6.36,1609,1.6874
maintained,6.36,1610,1.4394
mario,6.36,1611,1.4394
mobile,6.36,1612,1.2081
mp3,6.36,1613,1.5086
obtained,6.36,1614,1.2081
original,6.36,1615,1.4394
patience,6.36,1616,1.663
performed,6.36,1617,1.4675
please,6.36,1618,1.6753
prayed,6.36,1619,1.663
rain,6.36,1620,1.9141
rational,6.36,1621,1.4107
relation,6.36,1622,1.1563
rings,6.36,1623,1.6995
rise,6.36,1624,1.5618
rudolph,6.36,1625,1.6132
teacher,6.36,1626,1.5354
technologies,6.36,1627,1.6874
value,6.36,1628,1.2415
vegas,6.36,1629,1.793
volunteer,6.36,1630,1.3815
wifi,6.36,1631,1.5221
revealed,6.35,1632,1.5087
branches,6.35,1633,1.1998
existed,6.35,1634,1.4369
spotlight,6.35,1635,1.3401
bread,6.34,1636,1.7567
castle,6.34,1637,1.7096
cheddar,6.34,1638,1.7096
clouds,6.34,1639,1.9755
clubs,6.34,1640,1.4654
colleges,6.34,1641,1.2715
completely,6.34,1642,1.3032
connected,6.34,1643,0.9817
december,6.34,1644,1.8473
dew,6.34,1645,1.4086
employ,6.34,1646,1.423
exists,6.34,1647,1.3494
expedition,6.34,1648,1.2224
experience,6.34,1649,1.2056
farmers,6.34,1650,1.1886
firefox,6.34,1651,1.2715
football,6.34,1652,2.0062
grant,6.34,1653,1.7215
hiring,6.34,1654,1.8026
hollywood,6.34,1655,1.7215
house,6.34,1656,1.6239
illustrated,6.34,1657,1.0806
images,6.34,1658,1.2224
jeans,6.34,1659,1.891
largest,6.34,1660,1.3793
linguistic,6.34,1661,1.394
lord,6.34,1662,1.8251
purchase,6.34,1663,1.0224
received,6.34,1664,1.1537
released,6.34,1665,1.5201
saint,6.34,1666,1.8026
scientists,6.34,1667,1.4654
september,6.34,1668,1.4086
soon,6.34,1669,0.8947
soul,6.34,1670,1.6734
soundtrack,6.34,1671,1.7096
studio,6.34,1672,1.3644
tickets,6.34,1673,1.2554
wave,6.34,1674,1.1537
continuity,6.33,1675,1.6252
equilibrium,6.33,1676,1.5192
activity,6.32,1677,0.9988
agreement,6.32,1678,1.2196
amor,6.32,1679,1.6591
arrival,6.32,1680,1.0774
arrive,6.32,1681,0.8437
asian,6.32,1682,1.4907
bbq,6.32,1683,1.5576
bedtime,6.32,1684,1.5964
berry,6.32,1685,1.3768
brunch,6.32,1686,1.2848
commitment,6.32,1687,1.4348
date,6.32,1688,1.6092
deal,6.32,1689,1.0774
democratic,6.32,1690,1.6591
design,6.32,1691,1.1328
designer,6.32,1692,1.6343
devotion,6.32,1693,2.0941
experiences,6.32,1694,1.0774
fly,6.32,1695,1.3005
foxy,6.32,1696,1.9424
france,6.32,1697,1.3768
handy,6.32,1698,1.1683
importance,6.32,1699,1.1328
important,6.32,1700,1.3316
jamaica,6.32,1701,1.7076
jobs,6.32,1702,1.7431
june,6.32,1703,1.3915
kin,6.32,1704,1.5043
lights,6.32,1705,1.4061
mornings,6.32,1706,2.2264
newspaper,6.32,1707,1.3468
offering,6.32,1708,1.6468
organic,6.32,1709,1.6343
parade,6.32,1710,1.9319
pink,6.32,1711,1.2027
published,6.32,1712,1.3161
reader,6.32,1713,1.1856
remembered,6.32,1714,1.7893
resolve,6.32,1715,1.1683
ring,6.32,1716,1.6835
rofl,6.32,1717,1.8344
selected,6.32,1718,1.1683
snow,6.32,1719,2.1801
streams,6.32,1720,1.5312
sufficient,6.32,1721,1.2526
sufficiently,6.32,1722,1.2196
sure,6.32,1723,1.4907
universal,6.32,1724,1.4907
unlocked,6.32,1725,1.3768
visitors,6.32,1726,1.6956
waters,6.32,1727,1.1507
women's,6.32,1728,1.4348
worship,6.32,1729,1.4769
writers,6.32,1730,1.2688
assembled,6.31,1731,1.3862
chickens,6.31,1732,1.4166
wheat,6.31,1733,1.3862
connections,6.31,1734,1.2111
scent,6.31,1735,1.2451
volumes,6.31,1736,1.2943
whistle,6.31,1737,1.4024
absolutely,6.3,1738,1.4178
atmosphere,6.3,1739,1.1995
belongs,6.3,1740,1.1473
bought,6.3,1741,1.233
chess,6.3,1742,1.5682
christian,6.3,1743,1.6444
clear,6.3,1744,1.1294
clearer,6.3,1745,1.5419
commonwealth,6.3,1746,1.3132
conversations,6.3,1747,1.0546
designed,6.3,1748,0.953
downloaded,6.3,1749,1.4604
earrings,6.3,1750,1.5682
engineer,6.3,1751,1.1824
epic,6.3,1752,1.1824
exercise,6.3,1753,1.6444
expansion,6.3,1754,1.488
feeding,6.3,1755,1.3132
flowing,6.3,1756,1.374
headphones,6.3,1757,1.1824
indians,6.3,1758,1.6933
joined,6.3,1759,1.0926
lipstick,6.3,1760,1.5286
metropolitan,6.3,1761,1.6812
mine,6.3,1762,1.359
myself,6.3,1763,1.669
paint,6.3,1764,1.0738
painted,6.3,1765,0.9949
plane,6.3,1766,1.632
produced,6.3,1767,1.1995
protecting,6.3,1768,1.6067
reasoning,6.3,1769,1.2495
relations,6.3,1770,1.6067
salvation,6.3,1771,1.9193
sciences,6.3,1772,1.3286
sense,6.3,1773,1.0351
software,6.3,1774,1.4321
suite,6.3,1775,1.5017
surplus,6.3,1776,1.4178
swing,6.3,1777,1.2657
visited,6.3,1778,1.4178
cheeks,6.29,1779,1.5293
observation,6.29,1780,1.3202
calcium,6.29,1781,1.3844
conceived,6.29,1782,1.6202
rum,6.29,1783,2.0917
amigo,6.28,1784,1.8956
babes,6.28,1785,1.7501
begin,6.28,1786,1.1256
breathe,6.28,1787,1.5258
bridegroom's,6.28,1788,1.6418
buy,6.28,1789,1.3559
community,6.28,1790,1.3856
cooler,6.28,1791,1.3099
country,6.28,1792,1.7148
disco,6.28,1793,1.7148
emerging,6.28,1794,0.9697
england,6.28,1795,1.5258
experts,6.28,1796,1.4434
fairly,6.28,1797,1.1613
fix,6.28,1798,1.5258
founded,6.28,1799,1.2461
globe,6.28,1800,1.4291
honorary,6.28,1801,1.4988
hoped,6.28,1802,1.1073
introduced,6.28,1803,1.3559
lead,6.28,1804,1.4574
listening,6.28,1805,1.4434
lots,6.28,1806,1.4291
market,6.28,1807,1.6041
monkey,6.28,1808,1.7148
olympic,6.28,1809,1.5654
pioneer,6.28,1810,1.5258
plaza,6.28,1811,1.0309
professionals,6.28,1812,1.4003
reflect,6.28,1813,1.0887
remembering,6.28,1814,1.2623
reputation,6.28,1815,1.3708
sentimental,6.28,1816,1.6665
skype,6.28,1817,1.4574
students,6.28,1818,1.8299
sweden,6.28,1819,1.5124
technological,6.28,1820,1.4003
themes,6.28,1821,1.2461
thinking,6.28,1822,1.2943
tips,6.28,1823,1.5784
vehicles,6.28,1824,1.4988
village,6.28,1825,1.1256
virginia,6.28,1826,1.4291
website,6.28,1827,1.1613
white,6.28,1828,1.5391
wines,6.28,1829,2.3737
reasonably,6.27,1830,1.3643
uptown,6.27,1831,1.1982
aims,6.27,1832,1.2209
observe,6.27,1833,1.3659
regards,6.27,1834,1.335
allows,6.26,1835,1.192
appropriate,6.26,1836,1.2423
australian,6.26,1837,1.2257
blackberry,6.26,1838,1.6389
breathing,6.26,1839,1.2257
camp,6.26,1840,1.5361
cars,6.26,1841,1.688
considerable,6.26,1842,1.0264
costume,6.26,1843,1.7591
degree,6.26,1844,1.5884
develop,6.26,1845,1.0461
egypt,6.26,1846,1.1572
events,6.26,1847,1.4682
flag,6.26,1848,1.3063
gave,6.26,1849,1.2906
gods,6.26,1850,1.9146
gr8,6.26,1851,1.7591
hotels,6.26,1852,1.482
human,6.26,1853,1.6389
indian,6.26,1854,1.7706
leap,6.26,1855,1.2906
lifetime,6.26,1856,1.6264
magnetic,6.26,1857,1.2906
mirror,6.26,1858,1.1031
mmmm,6.26,1859,1.5624
occasion,6.26,1860,1.1747
produce,6.26,1861,1.1214
prominent,6.26,1862,1.1031
promises,6.26,1863,1.5493
proved,6.26,1864,1.9358
raising,6.26,1865,1.2257
school,6.26,1866,1.8824
shirt,6.26,1867,1.3372
spark,6.26,1868,1.6637
